Date,Govornorate,Community,Month,Year,Sex,Child,Type of Incident,Weapon,Fatal
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Deir Al-Balah (Middle Area),Al Bureij Camp,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Rafah,Rafah,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Gaza,Gaza,April,2018,Female,No,Demonstration (GMR),Others,No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Shrapnel,No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Others,No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Others,No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza North,Jabalia,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Khan Yunis,Khuza'a,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
20/04/18,Gaza,Gaza,April,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
